img,label
2008_007831.jpg,2008_007831.txt
2010_001355.jpg,2010_001355.txt
2008_004284.jpg,2008_004284.txt
003736.jpg,003736.txt
006071.jpg,006071.txt
005588.jpg,005588.txt
009005.jpg,009005.txt
2008_000381.jpg,2008_000381.txt
009599.jpg,009599.txt
2008_002948.jpg,2008_002948.txt
2010_005848.jpg,2010_005848.txt
006260.jpg,006260.txt
2008_001854.jpg,2008_001854.txt
2008_003782.jpg,2008_003782.txt
009612.jpg,009612.txt
2008_007039.jpg,2008_007039.txt
2009_003301.jpg,2009_003301.txt
003991.jpg,003991.txt
2008_002859.jpg,2008_002859.txt
2008_003706.jpg,2008_003706.txt
2008_008302.jpg,2008_008302.txt
2011_001928.jpg,2011_001928.txt
2008_008613.jpg,2008_008613.txt
2009_004815.jpg,2009_004815.txt
004042.jpg,004042.txt
2010_004712.jpg,2010_004712.txt
005721.jpg,005721.txt
2011_001607.jpg,2011_001607.txt
003235.jpg,003235.txt
002616.jpg,002616.txt
2011_002295.jpg,2011_002295.txt
001527.jpg,001527.txt
000721.jpg,000721.txt
009962.jpg,009962.txt
002598.jpg,002598.txt
007120.jpg,007120.txt
2009_002608.jpg,2009_002608.txt
2009_001577.jpg,2009_001577.txt
2008_008480.jpg,2008_008480.txt
001148.jpg,001148.txt
2010_003900.jpg,2010_003900.txt
2010_003789.jpg,2010_003789.txt
001934.jpg,001934.txt
2010_001970.jpg,2010_001970.txt
2011_002482.jpg,2011_002482.txt
2010_003854.jpg,2010_003854.txt
2010_004672.jpg,2010_004672.txt
009668.jpg,009668.txt
2009_002605.jpg,2009_002605.txt
2011_001720.jpg,2011_001720.txt
006005.jpg,006005.txt
2010_001042.jpg,2010_001042.txt
2011_002046.jpg,2011_002046.txt
008939.jpg,008939.txt
000267.jpg,000267.txt
2010_000665.jpg,2010_000665.txt
003800.jpg,003800.txt
008079.jpg,008079.txt
003758.jpg,003758.txt
2009_003348.jpg,2009_003348.txt
005075.jpg,005075.txt
006537.jpg,006537.txt
2009_000317.jpg,2009_000317.txt
004030.jpg,004030.txt
000635.jpg,000635.txt
2008_002977.jpg,2008_002977.txt
2008_003754.jpg,2008_003754.txt
008595.jpg,008595.txt
007430.jpg,007430.txt
006307.jpg,006307.txt
2008_007319.jpg,2008_007319.txt
2010_002675.jpg,2010_002675.txt
2010_004896.jpg,2010_004896.txt
001757.jpg,001757.txt
001509.jpg,001509.txt
2009_001137.jpg,2009_001137.txt
2010_004060.jpg,2010_004060.txt
2008_004832.jpg,2008_004832.txt
000865.jpg,000865.txt
004819.jpg,004819.txt
003946.jpg,003946.txt
002708.jpg,002708.txt
007079.jpg,007079.txt
2009_000242.jpg,2009_000242.txt
2010_001057.jpg,2010_001057.txt
2009_002530.jpg,2009_002530.txt
001629.jpg,001629.txt
2008_002795.jpg,2008_002795.txt
2009_003084.jpg,2009_003084.txt
002220.jpg,002220.txt
2010_000169.jpg,2010_000169.txt
007720.jpg,007720.txt
002988.jpg,002988.txt
2009_003254.jpg,2009_003254.txt
2009_001802.jpg,2009_001802.txt
2011_000290.jpg,2011_000290.txt
006211.jpg,006211.txt
2011_002301.jpg,2011_002301.txt
2009_003340.jpg,2009_003340.txt
003790.jpg,003790.txt
007350.jpg,007350.txt
2008_002389.jpg,2008_002389.txt
007296.jpg,007296.txt
2009_004709.jpg,2009_004709.txt
2011_001407.jpg,2011_001407.txt
2008_000999.jpg,2008_000999.txt
2011_003025.jpg,2011_003025.txt
2010_000862.jpg,2010_000862.txt
2008_002997.jpg,2008_002997.txt
2008_003559.jpg,2008_003559.txt
2008_005845.jpg,2008_005845.txt
000581.jpg,000581.txt
2010_005013.jpg,2010_005013.txt
2008_008623.jpg,2008_008623.txt
000333.jpg,000333.txt
009440.jpg,009440.txt
2010_006057.jpg,2010_006057.txt
2010_002830.jpg,2010_002830.txt
2009_001177.jpg,2009_001177.txt
000627.jpg,000627.txt
004278.jpg,004278.txt
2009_001260.jpg,2009_001260.txt
006960.jpg,006960.txt
002877.jpg,002877.txt
2011_001652.jpg,2011_001652.txt
005404.jpg,005404.txt
2008_007661.jpg,2008_007661.txt
2010_004178.jpg,2010_004178.txt
000376.jpg,000376.txt
2009_001707.jpg,2009_001707.txt
2008_003662.jpg,2008_003662.txt
2009_000674.jpg,2009_000674.txt
005593.jpg,005593.txt
004335.jpg,004335.txt
2010_001966.jpg,2010_001966.txt
2008_006637.jpg,2008_006637.txt
002294.jpg,002294.txt
2010_004628.jpg,2010_004628.txt
2008_002705.jpg,2008_002705.txt
2010_000737.jpg,2010_000737.txt
007588.jpg,007588.txt
2008_005628.jpg,2008_005628.txt
2011_001467.jpg,2011_001467.txt
2008_006181.jpg,2008_006181.txt
2009_004298.jpg,2009_004298.txt
001499.jpg,001499.txt
2011_000646.jpg,2011_000646.txt
2010_005597.jpg,2010_005597.txt
2010_005559.jpg,2010_005559.txt
2008_001566.jpg,2008_001566.txt
2008_003842.jpg,2008_003842.txt
2009_003070.jpg,2009_003070.txt
000164.jpg,000164.txt
2009_004874.jpg,2009_004874.txt
2010_001049.jpg,2010_001049.txt
2009_000923.jpg,2009_000923.txt
009525.jpg,009525.txt
008860.jpg,008860.txt
004970.jpg,004970.txt
2009_004300.jpg,2009_004300.txt
2008_002684.jpg,2008_002684.txt
007847.jpg,007847.txt
009488.jpg,009488.txt
005008.jpg,005008.txt
2010_005823.jpg,2010_005823.txt
000744.jpg,000744.txt
2010_002575.jpg,2010_002575.txt
002803.jpg,002803.txt
2010_002907.jpg,2010_002907.txt
005542.jpg,005542.txt
2008_003774.jpg,2008_003774.txt
2011_002516.jpg,2011_002516.txt
2009_002993.jpg,2009_002993.txt
2009_002676.jpg,2009_002676.txt
009594.jpg,009594.txt
001580.jpg,001580.txt
003850.jpg,003850.txt
000485.jpg,000485.txt
2010_004634.jpg,2010_004634.txt
2008_007252.jpg,2008_007252.txt
2010_005101.jpg,2010_005101.txt
2011_002751.jpg,2011_002751.txt
2010_001402.jpg,2010_001402.txt
2010_004677.jpg,2010_004677.txt
2011_001956.jpg,2011_001956.txt
002038.jpg,002038.txt
2008_000623.jpg,2008_000623.txt
2009_003059.jpg,2009_003059.txt
2009_000328.jpg,2009_000328.txt
2008_003443.jpg,2008_003443.txt
001630.jpg,001630.txt
2008_007448.jpg,2008_007448.txt
2008_007514.jpg,2008_007514.txt
2008_001598.jpg,2008_001598.txt
004124.jpg,004124.txt
004465.jpg,004465.txt
2008_004849.jpg,2008_004849.txt
2010_004455.jpg,2010_004455.txt
2010_003326.jpg,2010_003326.txt
003118.jpg,003118.txt
007464.jpg,007464.txt
006306.jpg,006306.txt
2011_002386.jpg,2011_002386.txt
001400.jpg,001400.txt
008146.jpg,008146.txt
2008_007559.jpg,2008_007559.txt
2010_001746.jpg,2010_001746.txt
001099.jpg,001099.txt
2008_005501.jpg,2008_005501.txt
2009_003849.jpg,2009_003849.txt
2008_000009.jpg,2008_000009.txt
004306.jpg,004306.txt
004282.jpg,004282.txt
009590.jpg,009590.txt
002852.jpg,002852.txt
2009_004749.jpg,2009_004749.txt
2010_003138.jpg,2010_003138.txt
004806.jpg,004806.txt
003406.jpg,003406.txt
002985.jpg,002985.txt
005757.jpg,005757.txt
005487.jpg,005487.txt
2008_000936.jpg,2008_000936.txt
009690.jpg,009690.txt
001295.jpg,001295.txt
2010_000432.jpg,2010_000432.txt
005497.jpg,005497.txt
003020.jpg,003020.txt
007247.jpg,007247.txt
2008_000095.jpg,2008_000095.txt
2008_000023.jpg,2008_000023.txt
005691.jpg,005691.txt
2008_001105.jpg,2008_001105.txt
004558.jpg,004558.txt
2011_002585.jpg,2011_002585.txt
007797.jpg,007797.txt
2008_002191.jpg,2008_002191.txt
000589.jpg,000589.txt
006204.jpg,006204.txt
2008_006599.jpg,2008_006599.txt
2008_003433.jpg,2008_003433.txt
2009_003187.jpg,2009_003187.txt
003546.jpg,003546.txt
002149.jpg,002149.txt
2008_000761.jpg,2008_000761.txt
005515.jpg,005515.txt
006095.jpg,006095.txt
2008_005300.jpg,2008_005300.txt
2008_005567.jpg,2008_005567.txt
2009_001806.jpg,2009_001806.txt
2010_003983.jpg,2010_003983.txt
002933.jpg,002933.txt
2009_000550.jpg,2009_000550.txt
2009_001816.jpg,2009_001816.txt
009462.jpg,009462.txt
002842.jpg,002842.txt
2010_005824.jpg,2010_005824.txt
005813.jpg,005813.txt
2008_004991.jpg,2008_004991.txt
002098.jpg,002098.txt
007431.jpg,007431.txt
008240.jpg,008240.txt
2008_004588.jpg,2008_004588.txt
2010_004312.jpg,2010_004312.txt
2011_000763.jpg,2011_000763.txt
005997.jpg,005997.txt
2011_002932.jpg,2011_002932.txt
007293.jpg,007293.txt
2008_000511.jpg,2008_000511.txt
004402.jpg,004402.txt
2008_004825.jpg,2008_004825.txt
2009_002708.jpg,2009_002708.txt
2008_001882.jpg,2008_001882.txt
003298.jpg,003298.txt
2009_000536.jpg,2009_000536.txt
004873.jpg,004873.txt
009369.jpg,009369.txt
2010_003086.jpg,2010_003086.txt
2008_004385.jpg,2008_004385.txt
2009_001621.jpg,2009_001621.txt
001744.jpg,001744.txt
2008_006602.jpg,2008_006602.txt
2009_000801.jpg,2009_000801.txt
006911.jpg,006911.txt
2010_003011.jpg,2010_003011.txt
005204.jpg,005204.txt
2008_003013.jpg,2008_003013.txt
005067.jpg,005067.txt
001126.jpg,001126.txt
003707.jpg,003707.txt
2010_004197.jpg,2010_004197.txt
2009_002072.jpg,2009_002072.txt
007006.jpg,007006.txt
006428.jpg,006428.txt
2009_003776.jpg,2009_003776.txt
2008_008707.jpg,2008_008707.txt
2008_004938.jpg,2008_004938.txt
004445.jpg,004445.txt
2011_000572.jpg,2011_000572.txt
003446.jpg,003446.txt
2008_006327.jpg,2008_006327.txt
2009_001350.jpg,2009_001350.txt
2008_006416.jpg,2008_006416.txt
2008_000078.jpg,2008_000078.txt
004926.jpg,004926.txt
006803.jpg,006803.txt
000181.jpg,000181.txt
2009_003517.jpg,2009_003517.txt
2009_002002.jpg,2009_002002.txt
2009_004411.jpg,2009_004411.txt
008087.jpg,008087.txt
2011_002384.jpg,2011_002384.txt
008125.jpg,008125.txt
008271.jpg,008271.txt
2009_004307.jpg,2009_004307.txt
2009_000727.jpg,2009_000727.txt
004784.jpg,004784.txt
000009.jpg,000009.txt
2008_006229.jpg,2008_006229.txt
2010_001770.jpg,2010_001770.txt
009937.jpg,009937.txt
002442.jpg,002442.txt
005731.jpg,005731.txt
2011_002034.jpg,2011_002034.txt
2008_001444.jpg,2008_001444.txt
2008_002461.jpg,2008_002461.txt
2009_002634.jpg,2009_002634.txt
002080.jpg,002080.txt
2009_003080.jpg,2009_003080.txt
001156.jpg,001156.txt
003814.jpg,003814.txt
001689.jpg,001689.txt
2008_005350.jpg,2008_005350.txt
005978.jpg,005978.txt
2011_001975.jpg,2011_001975.txt
2010_004026.jpg,2010_004026.txt
2010_003755.jpg,2010_003755.txt
2010_003877.jpg,2010_003877.txt
2009_003262.jpg,2009_003262.txt
006679.jpg,006679.txt
000626.jpg,000626.txt
003630.jpg,003630.txt
002072.jpg,002072.txt
2008_003775.jpg,2008_003775.txt
2010_001650.jpg,2010_001650.txt
2009_001671.jpg,2009_001671.txt
005923.jpg,005923.txt
008598.jpg,008598.txt
008643.jpg,008643.txt
2010_001885.jpg,2010_001885.txt
2010_004387.jpg,2010_004387.txt
2008_008011.jpg,2008_008011.txt
2010_005462.jpg,2010_005462.txt
007713.jpg,007713.txt
2010_003035.jpg,2010_003035.txt
005772.jpg,005772.txt
000277.jpg,000277.txt
004818.jpg,004818.txt
2009_002972.jpg,2009_002972.txt
2010_000204.jpg,2010_000204.txt
2008_001659.jpg,2008_001659.txt
009062.jpg,009062.txt
2008_004545.jpg,2008_004545.txt
003384.jpg,003384.txt
007256.jpg,007256.txt
007504.jpg,007504.txt
2010_004105.jpg,2010_004105.txt
2009_001395.jpg,2009_001395.txt
005703.jpg,005703.txt
007820.jpg,007820.txt
006755.jpg,006755.txt
2010_000159.jpg,2010_000159.txt
2011_001541.jpg,2011_001541.txt
2009_000867.jpg,2009_000867.txt
009394.jpg,009394.txt
2010_001044.jpg,2010_001044.txt
2008_001513.jpg,2008_001513.txt
000948.jpg,000948.txt
008757.jpg,008757.txt
001725.jpg,001725.txt
001247.jpg,001247.txt
2009_000453.jpg,2009_000453.txt
000699.jpg,000699.txt
007618.jpg,007618.txt
008027.jpg,008027.txt
2010_005975.jpg,2010_005975.txt
2010_004997.jpg,2010_004997.txt
007862.jpg,007862.txt
2008_000911.jpg,2008_000911.txt
2009_003010.jpg,2009_003010.txt
007318.jpg,007318.txt
2008_006049.jpg,2008_006049.txt
003464.jpg,003464.txt
2008_007498.jpg,2008_007498.txt
002639.jpg,002639.txt
2008_006397.jpg,2008_006397.txt
2008_005847.jpg,2008_005847.txt
003834.jpg,003834.txt
2011_001757.jpg,2011_001757.txt
009531.jpg,009531.txt
004643.jpg,004643.txt
009953.jpg,009953.txt
007544.jpg,007544.txt
2009_004497.jpg,2009_004497.txt
2008_005943.jpg,2008_005943.txt
003746.jpg,003746.txt
007952.jpg,007952.txt
2010_000814.jpg,2010_000814.txt
004440.jpg,004440.txt
2010_002019.jpg,2010_002019.txt
005584.jpg,005584.txt
2009_001257.jpg,2009_001257.txt
2010_000361.jpg,2010_000361.txt
2008_003789.jpg,2008_003789.txt
2011_002116.jpg,2011_002116.txt
009486.jpg,009486.txt
2009_002800.jpg,2009_002800.txt
2008_005857.jpg,2008_005857.txt
2008_003205.jpg,2008_003205.txt
002129.jpg,002129.txt
2011_002605.jpg,2011_002605.txt
009940.jpg,009940.txt
2008_001858.jpg,2008_001858.txt
2008_001260.jpg,2008_001260.txt
2010_001676.jpg,2010_001676.txt
006078.jpg,006078.txt
005896.jpg,005896.txt
2010_002631.jpg,2010_002631.txt
000874.jpg,000874.txt
000878.jpg,000878.txt
2008_002471.jpg,2008_002471.txt
