img,label
2008_002094.jpg,2008_002094.txt
006542.jpg,006542.txt
000307.jpg,000307.txt
2008_006229.jpg,2008_006229.txt
2011_001592.jpg,2011_001592.txt
2010_001288.jpg,2010_001288.txt
2010_003302.jpg,2010_003302.txt
008578.jpg,008578.txt
002779.jpg,002779.txt
2008_000883.jpg,2008_000883.txt
2010_005026.jpg,2010_005026.txt
2009_000477.jpg,2009_000477.txt
007233.jpg,007233.txt
2010_002425.jpg,2010_002425.txt
2008_002278.jpg,2008_002278.txt
2011_000600.jpg,2011_000600.txt
2008_004497.jpg,2008_004497.txt
2010_004290.jpg,2010_004290.txt
2010_003062.jpg,2010_003062.txt
003354.jpg,003354.txt
2008_000628.jpg,2008_000628.txt
2010_003937.jpg,2010_003937.txt
004502.jpg,004502.txt
008121.jpg,008121.txt
008442.jpg,008442.txt
007950.jpg,007950.txt
2010_004517.jpg,2010_004517.txt
2010_002393.jpg,2010_002393.txt
004202.jpg,004202.txt
003617.jpg,003617.txt
006508.jpg,006508.txt
000568.jpg,000568.txt
000073.jpg,000073.txt
009035.jpg,009035.txt
2009_000010.jpg,2009_000010.txt
003633.jpg,003633.txt
2008_002158.jpg,2008_002158.txt
2011_002640.jpg,2011_002640.txt
2009_004199.jpg,2009_004199.txt
008464.jpg,008464.txt
005989.jpg,005989.txt
2010_002987.jpg,2010_002987.txt
002399.jpg,002399.txt
2009_000896.jpg,2009_000896.txt
000559.jpg,000559.txt
001673.jpg,001673.txt
005297.jpg,005297.txt
2009_000500.jpg,2009_000500.txt
2010_003773.jpg,2010_003773.txt
009859.jpg,009859.txt
2010_005361.jpg,2010_005361.txt
009677.jpg,009677.txt
008694.jpg,008694.txt
005629.jpg,005629.txt
009062.jpg,009062.txt
2008_008330.jpg,2008_008330.txt
2008_000661.jpg,2008_000661.txt
006302.jpg,006302.txt
007405.jpg,007405.txt
001264.jpg,001264.txt
005732.jpg,005732.txt
009699.jpg,009699.txt
2008_008444.jpg,2008_008444.txt
2010_004327.jpg,2010_004327.txt
2008_002093.jpg,2008_002093.txt
000875.jpg,000875.txt
001417.jpg,001417.txt
2010_002086.jpg,2010_002086.txt
008267.jpg,008267.txt
2008_000599.jpg,2008_000599.txt
2008_004367.jpg,2008_004367.txt
2009_005076.jpg,2009_005076.txt
2008_002086.jpg,2008_002086.txt
004675.jpg,004675.txt
2010_003094.jpg,2010_003094.txt
2008_007975.jpg,2008_007975.txt
005086.jpg,005086.txt
002482.jpg,002482.txt
2009_003950.jpg,2009_003950.txt
2010_005371.jpg,2010_005371.txt
2011_001785.jpg,2011_001785.txt
2008_005736.jpg,2008_005736.txt
2011_002913.jpg,2011_002913.txt
002472.jpg,002472.txt
006068.jpg,006068.txt
001699.jpg,001699.txt
2011_000586.jpg,2011_000586.txt
009097.jpg,009097.txt
2009_002136.jpg,2009_002136.txt
2009_003647.jpg,2009_003647.txt
005393.jpg,005393.txt
2011_000492.jpg,2011_000492.txt
2009_001775.jpg,2009_001775.txt
006232.jpg,006232.txt
2010_000510.jpg,2010_000510.txt
007532.jpg,007532.txt
001155.jpg,001155.txt
2011_000315.jpg,2011_000315.txt
2008_008055.jpg,2008_008055.txt
2010_004569.jpg,2010_004569.txt
2008_001553.jpg,2008_001553.txt
2008_004677.jpg,2008_004677.txt
2009_003902.jpg,2009_003902.txt
2009_000444.jpg,2009_000444.txt
2011_001529.jpg,2011_001529.txt
2009_000608.jpg,2009_000608.txt
2008_008726.jpg,2008_008726.txt
2010_003488.jpg,2010_003488.txt
004342.jpg,004342.txt
2008_003607.jpg,2008_003607.txt
2008_007327.jpg,2008_007327.txt
2010_000224.jpg,2010_000224.txt
008571.jpg,008571.txt
2008_004610.jpg,2008_004610.txt
2011_002114.jpg,2011_002114.txt
001933.jpg,001933.txt
009128.jpg,009128.txt
2008_007787.jpg,2008_007787.txt
2009_004799.jpg,2009_004799.txt
2010_003811.jpg,2010_003811.txt
2008_004365.jpg,2008_004365.txt
2008_005646.jpg,2008_005646.txt
002578.jpg,002578.txt
2009_003799.jpg,2009_003799.txt
005829.jpg,005829.txt
001268.jpg,001268.txt
002452.jpg,002452.txt
008127.jpg,008127.txt
008469.jpg,008469.txt
003970.jpg,003970.txt
002727.jpg,002727.txt
008992.jpg,008992.txt
2010_001891.jpg,2010_001891.txt
2010_005224.jpg,2010_005224.txt
2008_008519.jpg,2008_008519.txt
003202.jpg,003202.txt
2009_004961.jpg,2009_004961.txt
2008_000403.jpg,2008_000403.txt
2008_000445.jpg,2008_000445.txt
006773.jpg,006773.txt
005986.jpg,005986.txt
006296.jpg,006296.txt
2010_004747.jpg,2010_004747.txt
2009_003860.jpg,2009_003860.txt
2011_001599.jpg,2011_001599.txt
009564.jpg,009564.txt
003199.jpg,003199.txt
2008_000432.jpg,2008_000432.txt
000068.jpg,000068.txt
007898.jpg,007898.txt
2010_003943.jpg,2010_003943.txt
2011_001986.jpg,2011_001986.txt
006461.jpg,006461.txt
000460.jpg,000460.txt
2008_000413.jpg,2008_000413.txt
008796.jpg,008796.txt
2008_005962.jpg,2008_005962.txt
2008_003151.jpg,2008_003151.txt
005079.jpg,005079.txt
2010_004861.jpg,2010_004861.txt
008942.jpg,008942.txt
2010_004967.jpg,2010_004967.txt
2010_000588.jpg,2010_000588.txt
003464.jpg,003464.txt
2010_002461.jpg,2010_002461.txt
003066.jpg,003066.txt
001929.jpg,001929.txt
2010_002871.jpg,2010_002871.txt
2011_002616.jpg,2011_002616.txt
002827.jpg,002827.txt
2008_007164.jpg,2008_007164.txt
008341.jpg,008341.txt
2010_005023.jpg,2010_005023.txt
004689.jpg,004689.txt
2008_008679.jpg,2008_008679.txt
2008_002436.jpg,2008_002436.txt
2011_002526.jpg,2011_002526.txt
2010_005972.jpg,2010_005972.txt
2010_004349.jpg,2010_004349.txt
2010_003806.jpg,2010_003806.txt
2008_005780.jpg,2008_005780.txt
001676.jpg,001676.txt
2009_001129.jpg,2009_001129.txt
001753.jpg,001753.txt
2009_001734.jpg,2009_001734.txt
009660.jpg,009660.txt
001400.jpg,001400.txt
2010_004404.jpg,2010_004404.txt
2009_002960.jpg,2009_002960.txt
007044.jpg,007044.txt
000645.jpg,000645.txt
2008_000037.jpg,2008_000037.txt
003888.jpg,003888.txt
2008_008237.jpg,2008_008237.txt
2011_001064.jpg,2011_001064.txt
2008_008192.jpg,2008_008192.txt
2008_007574.jpg,2008_007574.txt
2008_000678.jpg,2008_000678.txt
009120.jpg,009120.txt
2010_001205.jpg,2010_001205.txt
006148.jpg,006148.txt
2008_000805.jpg,2008_000805.txt
008458.jpg,008458.txt
2008_000674.jpg,2008_000674.txt
2011_000214.jpg,2011_000214.txt
2008_008354.jpg,2008_008354.txt
001866.jpg,001866.txt
008083.jpg,008083.txt
2009_002914.jpg,2009_002914.txt
007320.jpg,007320.txt
000686.jpg,000686.txt
008522.jpg,008522.txt
2010_001515.jpg,2010_001515.txt
004825.jpg,004825.txt
2008_000645.jpg,2008_000645.txt
2010_000003.jpg,2010_000003.txt
002768.jpg,002768.txt
2010_004600.jpg,2010_004600.txt
000617.jpg,000617.txt
000952.jpg,000952.txt
003200.jpg,003200.txt
2011_002244.jpg,2011_002244.txt
2008_007196.jpg,2008_007196.txt
2009_001359.jpg,2009_001359.txt
2009_000156.jpg,2009_000156.txt
2008_007350.jpg,2008_007350.txt
2009_001690.jpg,2009_001690.txt
001375.jpg,001375.txt
2008_004140.jpg,2008_004140.txt
2009_004919.jpg,2009_004919.txt
2011_001769.jpg,2011_001769.txt
2009_003652.jpg,2009_003652.txt
2009_003304.jpg,2009_003304.txt
000338.jpg,000338.txt
2010_004982.jpg,2010_004982.txt
2010_003721.jpg,2010_003721.txt
2010_002840.jpg,2010_002840.txt
2009_003530.jpg,2009_003530.txt
2009_003157.jpg,2009_003157.txt
2009_002416.jpg,2009_002416.txt
000372.jpg,000372.txt
2008_008635.jpg,2008_008635.txt
2008_006686.jpg,2008_006686.txt
000930.jpg,000930.txt
2008_002856.jpg,2008_002856.txt
003044.jpg,003044.txt
2010_000178.jpg,2010_000178.txt
2010_004825.jpg,2010_004825.txt
2008_003386.jpg,2008_003386.txt
2009_004440.jpg,2009_004440.txt
005950.jpg,005950.txt
2009_004274.jpg,2009_004274.txt
2009_005149.jpg,2009_005149.txt
2010_001548.jpg,2010_001548.txt
002730.jpg,002730.txt
2009_002298.jpg,2009_002298.txt
2009_001279.jpg,2009_001279.txt
2009_000695.jpg,2009_000695.txt
2009_004442.jpg,2009_004442.txt
2010_005019.jpg,2010_005019.txt
007431.jpg,007431.txt
2010_001251.jpg,2010_001251.txt
009411.jpg,009411.txt
000829.jpg,000829.txt
005712.jpg,005712.txt
002908.jpg,002908.txt
004783.jpg,004783.txt
2011_001650.jpg,2011_001650.txt
004255.jpg,004255.txt
2011_001649.jpg,2011_001649.txt
006344.jpg,006344.txt
004154.jpg,004154.txt
2009_001366.jpg,2009_001366.txt
001213.jpg,001213.txt
002359.jpg,002359.txt
006741.jpg,006741.txt
003680.jpg,003680.txt
003556.jpg,003556.txt
2008_006730.jpg,2008_006730.txt
2009_002253.jpg,2009_002253.txt
2010_002305.jpg,2010_002305.txt
003954.jpg,003954.txt
2010_001118.jpg,2010_001118.txt
002753.jpg,002753.txt
2008_002931.jpg,2008_002931.txt
001422.jpg,001422.txt
006174.jpg,006174.txt
002242.jpg,002242.txt
008627.jpg,008627.txt
2009_001350.jpg,2009_001350.txt
006703.jpg,006703.txt
005325.jpg,005325.txt
2008_003944.jpg,2008_003944.txt
2008_000796.jpg,2008_000796.txt
006563.jpg,006563.txt
2009_000089.jpg,2009_000089.txt
2011_003232.jpg,2011_003232.txt
001876.jpg,001876.txt
2008_001333.jpg,2008_001333.txt
2008_003266.jpg,2008_003266.txt
001218.jpg,001218.txt
2010_002844.jpg,2010_002844.txt
2011_001455.jpg,2011_001455.txt
009933.jpg,009933.txt
2009_003555.jpg,2009_003555.txt
2009_005094.jpg,2009_005094.txt
2008_007537.jpg,2008_007537.txt
2008_001106.jpg,2008_001106.txt
005164.jpg,005164.txt
002765.jpg,002765.txt
2011_000804.jpg,2011_000804.txt
2011_000234.jpg,2011_000234.txt
2009_003323.jpg,2009_003323.txt
005855.jpg,005855.txt
2008_004646.jpg,2008_004646.txt
2009_000663.jpg,2009_000663.txt
008293.jpg,008293.txt
2008_004837.jpg,2008_004837.txt
004396.jpg,004396.txt
2010_005903.jpg,2010_005903.txt
2010_000722.jpg,2010_000722.txt
2009_004868.jpg,2009_004868.txt
2010_003019.jpg,2010_003019.txt
2010_004108.jpg,2010_004108.txt
009617.jpg,009617.txt
004935.jpg,004935.txt
001571.jpg,001571.txt
006399.jpg,006399.txt
2008_000481.jpg,2008_000481.txt
009055.jpg,009055.txt
2008_004460.jpg,2008_004460.txt
2008_005702.jpg,2008_005702.txt
000704.jpg,000704.txt
2008_003203.jpg,2008_003203.txt
2008_005686.jpg,2008_005686.txt
009447.jpg,009447.txt
2010_003451.jpg,2010_003451.txt
2010_001852.jpg,2010_001852.txt
2008_003485.jpg,2008_003485.txt
2010_000286.jpg,2010_000286.txt
004514.jpg,004514.txt
001334.jpg,001334.txt
2009_003065.jpg,2009_003065.txt
003385.jpg,003385.txt
2008_004026.jpg,2008_004026.txt
2009_002711.jpg,2009_002711.txt
2010_002603.jpg,2010_002603.txt
009469.jpg,009469.txt
005964.jpg,005964.txt
2008_000073.jpg,2008_000073.txt
2009_000865.jpg,2009_000865.txt
005008.jpg,005008.txt
008588.jpg,008588.txt
2010_000772.jpg,2010_000772.txt
2009_001542.jpg,2009_001542.txt
007971.jpg,007971.txt
2008_001024.jpg,2008_001024.txt
